"","LMC1","LMC2","LMC3","LMC4","LMC5","LMC6","LMC7","LMC8","LMC9","LMC10","LMC11","LMC12","LMC13","LMC14"
"cg14608020",0.117136801412928,0.35507468110325,0,0.845833443957558,0.0455764170815246,0.50012881888197,0.784098095634509,1,1,0.611252516144434,0.176464041050386,1,0.364048592791198,0.0713783241570159
"cg24859937",0.147264464836834,0.982518546052785,0.142191235643847,0.805052276574137,0.00245399844409149,1,0,0.162523624116223,0.673253859571518,1,0.52393447396978,0.80795529732656,0.322508069970635,0
"cg15826897",0.225014269345026,0.828486232492605,0,1,0.133954275722954,0.595323948586371,1,1,1,1,0.173576253531582,1,0.41630321668244,0.349697592644669
"cg00524967",0.45642107346771,0.339958384517504,0.970276566464954,0.77301438668278,0.906780158418682,0.32549656437422,0,0.168919988822185,0.446676784695057,0.742357020846958,0.281547495602824,0.489399131281972,0.365249224332963,0
"cg11079619",0.120244886723072,0.270542961784467,0.670836994539167,0,1,1,0.0626427368202805,0.276935482838199,0.771226675587051,0.639230164450352,0.357979669197424,0.317568461531317,0.103713158297803,0.102544619072005
"cg07563611",0.0758071254952544,0,0,1,1,0.597878574830181,0.0763374377225451,0,0.438114602050343,0.101148091725096,0.309440374754103,1,1,0.497850360869496
"cg25417842",0.42067925633878,1,0.217143795596775,0.00480212975898538,1,0.592362333927584,0.155704620374682,0.976877533119368,0.66056253203362,0.951560610877011,0.536032881720723,0.315882233648394,0.289596835309922,0.0339241974186005
"cg11067786",0.249223712455303,0.874129732932648,0.672204013360558,0.0781490755265593,0.828839554059348,0.603625351754066,0.183824722404624,0.156726264450971,0.601035360508681,1,0.270918550808546,0.0642053371754554,0,0.793792142477932
"cg19271111",0.0709248112644981,0.666931881303255,0,0.438203327042441,0,0.840584541109236,0.148297584656994,0.484988588632618,1,1,0.159890643349643,0.974070770021781,0.323819689392974,0
"cg00537837",0.559948635137319,0.576000687225122,0.61463552459261,1,0.752757767360876,0.643721304582832,0.038742985723158,0.0738501051064601,0.591909620602859,1,0,1,1,0
"cg24393673",1,0.0468999208695997,0.210404240231308,0.453650607756656,0.34308042758695,0.515382989868397,0,1,1,0.699187242042564,0.212297872860862,0.782880793204911,0.193122409265179,0.191714222698801
"cg09805403",0,0.0504447917418155,0.439635427692855,1,1,0.969819139556543,0.253515249162786,0,0.576485557877426,0.560344132082343,0.0825269316486092,0.70245771563096,1,0.734271743545922
"cg20739435",0.447966411675158,0.451078399018477,0.0442886517656528,1,0.00289339964788447,0.318717885489113,0,0.805856924965256,0.807821488711696,0.696914773360603,0.32981643968036,0.675869979138295,0.192662706926842,0
"cg05691054",1,0.0991216206164387,0.381773210319695,0.330834444862917,0.731438136467177,1,0.372883943159729,0.610428306652911,0.921457277772217,0.507391432311375,0,1,0.441740521133619,0.950335402040817
"cg07385694",1,0.0636800532045714,1,0.315630822146867,0.925483238691642,0.358701433711431,0.313543781116778,1,1,0.987078724487759,0,0.559815930593648,0.518029408266334,0
"cg21642988",0.111813582534989,0.0816214726870931,0.538511735830032,0.0693693200070434,0.928901656508476,1,0.127553475640082,0,0.753372378963058,0.796046836966486,0.438126510055084,0,0.169393683498772,0.478082473535815
"cg24901637",1,0.408919244269247,0.842993555790581,0.15362779892657,0.172411772882861,0.38790902338366,0.260072939079802,0.667493102433851,1,0.416056431771769,0.0185559797194868,1,0.558671678453291,0.552736829680958
"cg24913868",0.1522909265339,0,0.293202344438479,0.828964220423787,0.0447722325354878,0.569119522509005,1,0.656871600232469,1,0.884137264857338,0,0.91302209846838,0.556419121455676,0
"cg00187686",1,0,0.938662927265431,0.593631905882272,0.508025370785034,0.189167191785075,0.246902142573242,0.106328976701957,1,0.130917194231702,0.0933418529640197,0.956937594598979,0.979118806606153,0.322530450763956
"cg01316378",0.549354293443078,0.0995449422377096,0,0.215420945557496,0.793894817530175,0.521079327056078,0,0,0.292497788620239,1,0.366344011932108,0.389398534564132,0.436359288634463,0.839709986068635
"cg23336996",0.0319955549210812,1,0.758576369645513,0,1,0.646074882309106,0.183397004115484,0,0.482621159684459,1,0.513612009142179,0.0792239535344344,0,0.50052355303062
"cg07434271",0,0.525656342822958,0,1,0.00368868067046043,0.33639669721735,1,1,1,0.662571160195052,0.0466284422614682,0.889223687997811,0.23179294413714,0.420230116691887
"cg04623837",0.416898746596997,0.289855557643992,0,0.630734463642192,0,0.316060600933757,0.882177435456922,1,1,0.930539855155456,0,0.719929328096202,0,0.452043094377959
"cg00471159",0.138914082958811,0.0724132772927758,0.249630703804221,0.53321491761003,0.302800464783041,0.558428760607742,0,0,0.927600645717511,1,0.566423083418113,0.486399304938101,0.892500681527698,0.0187952758398249
"cg25849196",0,0.374759311855853,0.0120426232547322,0.983619708548087,0.02793466988493,1,0.872849388252391,0.279846422113554,1,0.892630706783236,0,0.960834806612673,0.136276140341949,0
"cg11417025",0.239092759696473,0.585683606191034,0,0.590703503020421,0.554504852392389,0.609424414400987,0,1,0.801974008514953,0.648954715106664,0.115751997213189,1,0.426349856225096,0
"cg01062020",0.879527754372473,0.063342528368427,1,0.5051482496944,0.467734072239435,0.33965655952184,0.471837434054059,0.145406493385017,0.98612467018069,0.207280964631673,0,1,0.545727992753098,0.586883317927477
"cg07092029",0.927508492787452,0.220073898581184,0.668636513064848,0.958531830586437,0.391035934023844,0,0,0.252503486963143,0.917012513075874,0.684465618226035,0.0630374632592229,1,0.600492539965729,0.427313996625118
"cg13528344",0.796027271945284,0.963341353697753,0.24531995485731,0,0.0182000004776881,1,0.341497027825595,0.892898582613766,0.792554627393879,0.572759353447171,0,0.508257839459364,0,0
"cg18709349",0.324995872555158,0.817436448938378,0.21423905998704,0.815608402285616,0.276976848850363,0.810397669587501,0.352830401654003,0.529535513388551,0.90741740309744,1,0.103675912809103,1,0.0499553786028641,0.0753006611264087
"cg00337916",0,0.537616693077377,0.233382191584342,1,0.247813956981769,0.244019720433749,0.922161049090573,0.631220162309794,1,0.0652360965387701,0,1,0.590230780195211,0
"cg27407147",0.304854371060299,0.150121531905709,0.252915169686117,0.436552763500298,0.282228956837296,0.280360256615448,1,0.859843130448697,1,1,0.380392863129489,1,0.0772427673804244,0
"cg22604316",0.724081576387712,0.380456077690931,0.210918880393185,0.895465156031689,0.163246679906992,1,1,0.304960308834594,1,0.980590848071092,0,1,0.0718609086264361,0.847033285309684
"cg14646244",0.885050937173692,0,0,0.746380199665651,0.464644985455303,0.928009455958255,0.433939998506317,0.140331136324981,1,0,0.00863678052850436,1,1,0.478842436302366
"cg02571636",0.982773418677437,0.616492658496181,0.55719605090567,1,0,0.537780801006404,0.982992167456081,0.972145202182298,1,0.535545872309059,0.301639426939198,0.737136212207925,0,0.892237587021898
"cg07948480",0.780537664834816,0.0412569262290686,0,0.90988720697428,0.668417858959044,0.408324977660181,1,0.571976548783627,0.892115074513537,0,0.0662832056866008,1,1,0.99194872321864
"cg04863005",0.3549960468043,0.457895645693909,0,0.445289671519339,0.683501278915731,0.634249170034395,0.43271768104954,0.685280061820422,1,1,0,0.702148835080379,0.471300104971715,0
"cg06590170",1,0,0.556682275376369,0.185807467221768,0.839238533822314,0.513391456081037,0.838265250890092,0.985856310622519,1,0.895523831754638,0,0.471874472594306,0.226461696434697,0.678732778464199
"cg09247692",1,0.342983034800579,0.591403702908009,1,0.928623941273602,0.207732986229279,0.657982870479082,0.24786277356671,0.737831037270527,0.493285528182882,0,1,1,0.434207860143351
"cg22992730",0.342867931571804,0.11984548973584,0.179715473182018,0.476427638921355,0.463151115091612,0.354043146346757,0,0.0665179655847491,0.729114418195174,1,0.390556563880653,0.727724507986937,0.279301252438518,0
"cg04911139",1,0,0.0571171564438608,1,0.170123713110584,0.645683894039405,0.0243326931439473,0.433053919316662,0.415511741804065,0.544353777123514,0.26270848332411,1,1,0.76669111522416
"cg18749617",0.520109691635705,0.334937909688068,0.71045110822572,0.980058988064397,0.082567650793321,0.0079023621894743,0.83208668448472,0.943663957530085,0.638739839266604,0.613841628783127,0,0.888163957157423,0.764531652935968,0
"cg08835992",0.873910421268117,0,0.555084844380486,0.0256065875913051,1,0.19715510969829,0.121287240991774,0.379179485299719,0.962386464867694,0.0654246569018044,0.0389075888401791,1,0.936545535581798,0.0141126768376209
"cg27109748",0.926714033761699,0,0,1,0.518789781992609,0.513698904495095,1,0.263437609255365,0.890983259907351,0,0.183259529560169,1,1,0.172006897518952
"cg07917150",0.650965980004121,0.482876954573288,0,0.659711378936405,0.880933561276558,0.268369086754889,0.0219426950554661,0.371408347192641,0.822706725112234,0.947252898156332,0.512711117025363,0.542379111293663,0,0
"cg04707519",0.425475822789947,0.616182278668107,0,0.898333396526821,0.591762548431901,0.658981390359447,1,0.428713787294759,1,0.567482866329329,0.177444024814566,0.760528379418062,0.490439147966608,0.317329126769064
"cg09233651",0.92396515675366,0.0705222355782145,1,0.316158763886069,0.121969848054254,0.653433015006976,1,0,1,0.489870223784136,0.174519515211936,0.695997197986592,0.762020675692176,0.227125036728536
"cg26767614",0.146656150761683,1,0.71998833483539,0.70702967584739,0.824693717731023,0.894585632901923,0.738336284294587,0.185534647829035,0.261002615537825,0.861835673779432,0.396928078864058,0,0,0.119988545256376
"cg23188704",0.722133518703954,0.424749060149678,0,0.941698457461151,0.0518308246594944,0.804392994550046,1,0.973037391078332,1,0.785213922309816,0.225973857774963,0.909612712409308,0.482017676125052,0
"cg18556792",0.213442270107367,0.843168178992597,0.555947119905902,0,0.0757327890984646,1,0.343798910854056,0,0.584424028758526,1,0.535379134245603,0.0202530494439538,0,0.367144837038221
"cg25058482",0.369359552183284,0.927837721361009,0.255602728176077,0.0537260940907984,0,0.820693853548653,0,0.474040790761073,1,0.883488304761005,0.205048656536446,0.0404738218704318,0.649610768698096,0.667920450531651
"cg21052932",1,0,0.240956941373059,0.991013072277365,0.383265960417719,1,0.456206132907879,0.997439687121869,0.977046829484312,0.111285896511967,0.196264583510884,1,0.907635728363331,0.622741923916016
"cg17001689",0.0448749804586592,0.650781260267567,0,0.123524315990052,0.15887410520596,1,0,0.139819517722011,0.640536468219512,0.602443910104884,0.451203115665501,0.0891786284729061,0,0
"cg11248166",0.918113207034192,0.101819431561174,0.520949399008358,1,0.670901438593646,0.362580235751509,0,0.908163543642044,1,0.458767014334573,0.0390280256380996,1,0.954220190892805,0.158900774470274
"cg22097249",0.789969705546521,0,0.492577876265741,0,0.918210133383573,0.419740246988331,0.664319069417335,0.315667228212258,1,0.149170350471328,0,0.623132279109329,0.563042469728007,0.934887114151471
"cg04909854",0.478600311801368,0.550039609914804,0.82593141234901,0.0718978551178715,1,0.909744021267166,0.0394119004445017,0.116653427875928,0.330179427688178,1,0.215496110970256,0.421650439250976,0.0734858739574466,0.168610881231654
"cg07599144",0,1,0.705415161875148,0.556795978852999,1,0.382637122369114,0.593796541139295,0.239656395417931,0.612917494036918,1,0.593810635094861,0.409075126572949,0,0
"cg12743974",0.858971035544,0,0.845174592877624,0.899808503168616,0.865339323179674,0.237890322457517,0.498801633284765,0.17201136831435,0.938710581710342,0.0646170800570803,0,1,1,1
"cg22833612",1,1,0.197814093827881,0.94253519571733,0.353880650953521,0,0.654964478554524,0.841896166450663,0.649023175219155,0.726506090141764,0.105423064970125,0.755494244748731,0.152315332883291,1
"cg20640374",0.400014535128739,0.377266776878942,0.10657540364135,0.874445108324722,1,0,0,0.97399738171293,0.950455378222098,0.780793875400375,0.577083468558005,0.794187589432404,0.76242787248721,0.8064990949388
"cg19904265",0.498540214219817,0,0.187720723381329,1,0.610479597459663,0,0.61202846918242,0.519660967804332,1,0.523462983219821,0,1,0.984930643927713,0
"cg15530916",0.679440977237172,0,0.950697579020768,0.0219949725325096,1,0.883308538960883,0.450406691730059,0.153884478876416,1,0.5560280173977,0,0.873458308403238,0.916497378811097,0
"cg13523386",0.139003423861212,0.261257607523231,0.375052832966283,0.450009106808883,1,0.831255478029326,0,0.707977090801976,1,0.526034260904214,0,1,0.479861842763971,0.390590765184878
"cg24471254",0.854562961695515,0.636687543748565,0.425448775133593,0.861189218362935,0.838706341055823,0.320108319902712,0,0.270507469047976,0.702028599779722,1,0.295838895326184,0.621291393144739,0.589759463524731,0
"cg08850461",0.0529369447506259,0.130173258361822,0.28539328697353,0.73983062465033,0.0273498690134178,0.0698127932623693,1,1,1,0.997612450718684,0,1,0,0.0485901635788666
"cg23542075",0,1,0.805430034276938,0,0.879752812386473,0,0,0,0.589901315355856,1,0.037490937590865,0,0,0.731446504287983
"cg13682735",0.738246932438414,0.829299639389193,0,0.415946375097612,0.909800827664044,0.25099430634969,0.0878608078579579,0,0.672878348161215,1,0.491515381520841,0.776080289596938,0,0.132051530635413
"cg13390867",0.896328885393188,0,0,0.738142005992129,0.140008075288449,0.0815932120580183,0.781632813312839,1,1,1,0,1,0,0.400683764091231
"cg14573876",0.999521796862216,0,0,1,0.13339357605322,1,0.122761447783739,0.263032401196164,0.788528366832787,0.170597108395045,0.455717444001445,0.7644854016306,1,0.835235926523213
"cg24384195",0.952864693226837,0.866858209308047,0.58027306609227,0.688129927742311,0.0504377680127515,0,0.332735328131681,0.665737093560459,0.958900340635424,0.670403168122526,0,0.916722594499644,0.989209789446785,1
"cg17333886",0,0.830627875007905,0.924851031601062,0.260561768878608,0.596829364089042,0.0105140051869406,0.41814256842196,0,0.998717205919177,0.778367783332552,0.671498327602585,0.169331071523613,0,0.457446920047959
"cg13613965",0.439104941160462,1,0,0.920049733075047,0,0.750389557751046,0.874912307764344,1,0.901494029228759,0.706282381415621,0.323827781441034,0.876511305605593,0.136065822139563,0.703075663576572
"cg16708623",0.744981788678613,0.7096362559449,0,0.868438396681386,0.931531455866499,0,0,0.969085400369791,0.692792420743472,0.523605735262788,0,1,0.597003675394917,0.684880679635242
"cg18173058",0.662490060770109,0.144571673167881,1,0.618484821773239,0,0.533446481309755,1,0.203386980764335,1,0.662455838720981,0.153597098870273,0.562258272816308,0.360174696713743,0.301971438975413
"cg05353869",0.226954586109884,0.473195052600563,0,0.281747851225089,0.522871357464837,0.130452544245354,0.244853886389358,0.476879330465419,0.842314689708941,0.579895000557515,0.315687845203259,0.555429323904182,0.215886903684879,0.533395651682892
"cg24851854",0.321451269566037,0.243468140817068,0,0.65335141740291,0.158199413577647,0.122584569778072,1,1,0.832238989156603,1,0,0.813648971857473,0,0.421542325113972
"cg22537334",0.162602244603897,0.691543046434988,0.351638033649026,0.145608847344752,1,0.443912626450139,0,0,0.521193086206768,1,0.6779773422157,0.0764129918343444,0.0856649903809634,0.117639160730914
"cg27051318",0.373992065096095,0,0.574965309074932,0.724595135626988,0.119950636029914,0.784385845898724,0.120127612541319,0.268723264607761,1,0.440687802644511,0.140454867299705,1,1,0.693308899444458
"cg15214183",0.230854743751983,0.56250720361048,0.199998770945582,0,0.0883234139458506,0.537934038262351,0.811216285794934,1,0.813528522253293,0.652837446790321,0.156245673206638,0.562651861256013,0.397385958836906,0.200436292680639
"cg10471743",0.81060486615805,0.626120733812525,0.951620045088634,0,0.706910694220021,0.619062752409153,0.61230480778645,0,0.810897298351172,0.436825054698368,0.0426999526037772,0.649372015430402,0,0.385627695488726
"cg19830983",0.558861271504641,0.26015654645236,0.305295526680622,0.970244918430911,1,0.129571687194879,0,0.180841478578068,0.218674135348704,1,0.0177363798003545,1,0.327525592865116,0.524267793804858
"cg13374432",0.782063453547479,0.327737255370071,0,0.794469194245071,0.0747112353289216,0.111233047114972,0.77257915075234,0.690698742969149,1,0.0140774922171252,0.343236030107156,0.694197038351498,0.942029838773104,1
"cg02886589",0.52468528471295,0.362055211852935,0,0.986718609251054,0.0493588832616045,0.75169131099706,0,0.8652619737143,0.983475777677855,0.916095997489501,0,1,0.326978289071009,0
"cg08479752",0.920303084309131,0,1,0.87350862471937,0.554780402069628,0.242951770137471,0.438960488870746,0.41040331903775,1,0.188743872885698,0.040981016971029,0.811254784918666,0.942600822530046,0.194180047467783
"cg11002258",0.482928430265066,0.233072809720343,1,0,1,0.608573898041768,0.352095238219168,0,1,0.587617317069172,0,0.404233152457467,0.436722619671528,0.52809323938266
"cg00576689",0,1,1,1,1,0.232908318161128,0.447618686532054,0,0.45092472221431,1,0.129633734498344,0.796305527577518,0.463478478833528,0.389539199603569
"cg21163701",1,0.0841500311945284,0.834856124142733,0.207240399374802,0.970228888768632,0.0661969776790913,0.0572121667125924,0.128576641631608,0.823376482578508,0,0.177989745835507,1,1,0.307730370605219
"cg18027903",0.759818759328817,0.0885276373574214,0.416437851214432,0.373823155062699,0.898193806875687,0.543338978426635,0,0.0249083830550234,0.577153796379746,0.871401171146703,0.0712134550642415,1,0.366884600926538,0.189512149284862
"cg16175263",0.99564118343211,0.531802747461052,0.275808549292488,0.159485299545048,0.0639890701955103,0.11813181958165,0.910504394679001,0.96373766255372,0.962609583909886,0.538412614987925,0,1,0.410231706060621,0.784091108203638
"cg20189244",0.007111446675222,0.587870324479237,0.0568027847269018,0.767317304737495,0.219924159878923,0.649018477654181,0.999722726614723,0.229834519380959,1,0.321651764759272,0,0.780982245823537,0.853228957950833,0
"cg02946204",0.273631922011922,0.462360602773415,0,0.716771015882505,0.0444933174392754,0.817046335429592,0.426279666879596,1,1,1,0.0148707221354181,1,0.365804011003842,0
"cg27624162",0.232064575359859,0.0178009693223972,0,0.716010675592369,0.0758788229775211,0.811104293638652,0.606554686054272,0.269412622913289,0.73539923150371,0.605071547819233,0.111481748230693,0.806207866366842,0.71982490756904,0
"cg19214331",0,0.757837127068269,0.726598519385222,0,1,1,1,0,0.782272502634431,1,0.221012250706851,0.0125178177591989,0.124458433716583,0.447096564859914
"cg09892104",0.858920663435994,0.0317881700551845,1,0.728058097505573,0.984399045034086,0.783123637467754,0,0.322701679258603,1,0.391704456322951,0.212204238986173,0.897293432314464,0.655550467556937,0
"cg14747166",0.162031042868852,0.917788968537251,0.641314222020833,0.155937199040072,1,0.476744271084065,1,0,0.15374818885262,1,0.245536508252301,0.354160337964565,0,1
"cg25117523",0.4230861500125,1,0.0353187008664039,0.845572811927086,0.987029049184148,0,0.0142681954107864,0.558529991369306,0.39319255184479,1,0.26645527139323,1,0.043267915432758,0.0427856965178572
"cg24033224",0.0443240588011296,0.398182954416242,1,0.544755987031731,1,0.723664489628695,0.784536011363945,0,1,1,0.398775236136076,0.180098082287547,0.380893778570027,0.433697369377123
"cg11737413",0.734121816514779,0,0.937127363122624,0.121570576079945,0.879342577897028,0.527998154786934,0.605887966268751,0.37469771555386,1,0.0811632559027195,0.0400528125903866,0.92149694670138,0.874299077518766,0.0334111332668003
"cg03051777",0.968196924796409,0.85295340100319,1,0.308096541218802,0.220348828175551,0.702149636254201,0.597909949806534,0.282093986801522,1,0.525748793902085,0.00702667129540035,0.714933796457095,0.280989557612359,0.0136160963137533
"cg04806150",0.846512255182277,0.0529787534384844,0.795436921065244,0.388323998180299,1,0.420472162227725,0.00994619650052373,0,0.640549068912703,1,0.0838007698266568,0.974061074960475,0.852560403773666,0.350633705243666
"cg12506930",0.169817600471,0.855179852555847,0,0,0.0895171991125933,0.629385911359172,0.327949500877963,0.924813263429914,1,0.94923843319776,0.411933104679084,0.427840811774594,0,0.27689459600339
"cg26913058",0.111087878086966,0.776029511301789,0.214627225456326,0.98654247421206,0.868583761373043,0.44998352530175,0,0,0.837451549822507,1,0.175316432796023,0.795366407716299,0.429467310185911,0
"cg26015416",0,0.700632775250371,0.532923635046892,0.174644614999737,0.190006883701549,0.635346576718112,0.275007401767888,0.874427316625474,1,0.56903763710754,0.234628712271003,0.27980038375097,0.122076310309703,0.275608748914311
"cg03738025",0.624573289431938,0.475133969776487,0,0.286711177900876,0.366530537507231,0.142588071853914,0,1,1,1,0.101639525916403,0.60205225925774,0.0637449526125495,0.0354833434922461
"cg17157894",0.879102180541395,0,0.120530523760599,0.87205857962738,0.0200017822452914,0.799317536275087,0.610588679510288,0.0318537028376095,0.455775480285587,0.329958685604609,0.270001822549414,0.670971034267754,0.854957690458249,1
"cg12039197",0,0.543682613148579,0.87444655223257,0,1,0.700632339287519,0.416509119997376,0,0.170878085861568,1,0.148568918310472,0.0774254872778929,0.196928147462123,0.749311967109061
"cg05663480",1,0.0591028264177962,0.829178892913169,1,0.501356893384049,0.282597766352777,0.875816256395101,0.386458020693927,0.995461867964848,0.258853660657991,0,1,0.967284594445902,0.820573447751102
"cg07152216",0.00243609948663295,0.603616713807378,0,0.355017317098378,0.108734471348189,0.855201704213653,0.632313447301407,1,1,1,0.25750606257796,1,0.242577776191033,0
"cg04911669",0.82730655347945,0.343964595829935,1,0.702064627391385,0.511994387653127,0,0.673702124497961,0.21503901008424,1,0.248732431703362,0,1,1,0.770613387969404
"cg08190858",0.33531847016926,0.0087375508460106,0.167007426989788,0.840432707395025,0,0.219339107542809,0.733118677288648,0.895459004404727,1,1,0,0.785908747857246,0.29405805140865,0
"cg09468836",0.0370808095364292,0.569158000180278,0.348056336189093,0.927691511227846,0.786757686252863,0,0.0192462948562806,0.0730276374351138,1,1,0,1,0.259901901793238,0.162197213078921
"cg12621514",0.146155893569208,0.20362290300105,0,1,0.102358368861421,0,0,0.933545903517824,1,0.852636190476798,0.424812142760151,1,0.455430117738005,0
"cg02415992",1,0.236055615032553,0.766362415123613,0.592615652381094,0.709797038291259,0.477262175356879,0,0.62996939359792,0.960352073263729,0.156358688337996,0.0948934925433999,1,1,0.418518105470848
"cg07204874",0.915147050758585,0.310905623505554,1,0.259726719884738,0.052017436835657,1,0.790633910234682,0.732894479726656,1,0.422431800749012,0.116726952999234,0.849189928503887,0,0.131637993742876
"cg07840446",0.308907091934887,0.131798871433066,0,0.650006216636744,0.992403408033042,0.970864300345188,0.0671708915499649,0.117161626188099,0.960360987167694,0.947212497753231,0.0618492348406697,0.35021504246332,0.40277163194136,0.969944703858624
"cg15977685",0.574002891900236,0,0.857149591913095,0.0743397312090402,0.915750290063378,0.970448280484514,0.608360320169025,0.3285866697623,1,0,0,0.696874751702948,0.655314099494958,0.0657306667888339
"cg09217215",0.161291501639042,0.832200553391653,0.204182578782821,1,0.0496831125644193,0.564843039192766,0.830816094540683,0.708482194516919,1,0.680336309380379,0.367725614983408,1,0.343912553597045,0
"cg07333274",0.511017058435755,0.0115300539900902,0.2051303974759,1,0.00292766928736167,0.834766546666729,0.784924963184613,0.640726354173094,0.782153368547778,0.111032043393141,0.128948592955618,0.601541243357406,0.642181243167224,0.0927453947868511
"cg20582941",0.531612248134566,0.412574802323469,1,0.207771609628364,0.907599148210731,0.9595641617322,0,0.122671153450899,1,0,0.0582935289141,1,0.772834378031419,0
"cg18351329",0.323781383078575,0.253856412151636,0.122900971738123,0.487936569586018,0,0.827190411572189,0.565297375932618,0.452897144726485,0.873034350091417,0.962708130506044,0.0618943970823103,0.841894588922134,0.403619328062147,0.00512156945853901
"cg08336604",0.0772683408411809,0,0.453125070512084,0.120039575210037,0.794153326463738,1,0.765089668399864,0,0.755554176102003,1,0.247161988970864,0.013505935734341,0.246392856316103,1
"cg24105287",0,1,0.66496354665465,0.969165781843326,0,0.991813306355661,1,0,1,0.881922109432623,0.766624919267054,0.354030151052378,0,0
"cg16978914",0.086724854542124,0.437912943054891,0.513528931887851,0.370141926559227,0.0876259894277604,0.849526579216653,0.765733577428639,0.23080687788517,1,0.389241696468274,0.233834544461129,1,0,0
"cg07264666",1,0.328846752871995,0.346230595515258,0.746049612719448,0.314040422731447,0.637047105681858,0.552958684030494,0.833230073675688,0.64076443607214,0.754169719152777,0,1,0.167009910663998,0
"cg19689322",1,0.184675238823345,0,1,0.0316147635374301,0,0.734199916549624,1,0.831968705100959,0.682599571125296,0.137995194936748,0.937576658569521,0.973899860291643,0.0526868512866248
"cg01102073",0.635915919146444,0.416866966567427,0.25371748867429,0.480912876953871,0.37676042913805,0.673624599996264,1,0.84284977329331,1,0.990745277844672,0.0903695451599157,1,0.202191304765252,0.00516899115121538
"cg13969788",0,0.136548769061375,0.509099214461683,0,0.965823880811258,0.946682679526535,0.045751435521948,0,0.833866042825437,1,0.791371104895564,0,0.0372776626851473,0.0294922718389004
"cg17235702",0.533841180694554,0.379623652728645,0,0.399140479485889,0.0161939112459377,0.717003061143431,0.445242098445225,0.736052404296643,1,0.751422023188986,0.0670195246864752,1,0,0.274415715657253
"cg08393822",0.978446569409176,0,0.765841949563881,0.172306715336663,0.847760722873148,0.500440146937369,0,0,0.894448713669418,0.519884390434812,0.158768649906462,0.864058842480601,0.949184081723411,0.110003326282152
"cg10937408",1,0,0.219444153256738,0.159135665908725,0.35690458749772,0.413065674632387,0.990435878019468,0,0.940093629466713,0.0824750048638635,0,0.813360804165267,1,0.72991124875676
"cg00798281",0.388633144047865,0.215379326449938,1,0.777510913503202,0.0891658915213372,0.199585199936084,0.605857169285791,0.259954608289354,1,0.343552987242344,0,1,0.818553781493857,0.540376919395235
"cg02622133",1,0,1,0.475165245609491,0.898555578339056,0.594225523284439,0.896231567468611,0,1,0.442547092347082,0,0.756762577984393,0.75696652169517,0
"cg25252197",0,0.462926440613096,0.525644297139536,0,1,0.540897854721976,0,0,0.0745206687244594,1,0.373121239481671,0.146698211167388,0.0434500817104537,0.785883018430959
"cg19106932",0.964097552719829,0.106021366564078,0.0674711738979896,1,0.277027321311492,0,0.159040518550896,1,0.698290593521242,0.905641517495193,0.219814384871657,0.348065042596983,0.1893803958573,0.1507713261335
"cg06762332",1,0.0936129240693323,0.395749443792627,0.882025410240225,0.40975971532591,0.932098635139376,0.464137353551351,0,0.880401307551476,0.263554350096532,0,0.763633117301064,1,0.997342279025674
"cg21454485",0.464167847719986,0,1,0.333103566473226,0.221027340078034,0.330469955744395,0.443161257412817,0,1,0,0,0.98707199118347,0.775680228075784,0.660303036928737
"cg04940764",0.605951728461405,0,0,0.605202628282714,0.846475931624631,0.90606577391403,0.00616666171840529,0,0.940557110558783,0.283013979444522,0,1,0.434625778835925,0.505782098559326
"cg01293179",0.715326515468275,0.374285212953382,0.162649269101172,1,0.277860801608373,0.329836043231341,0.227583289434352,0.5814010571682,1,0.887009280277014,0.183933196509648,0.328962086857694,0,0.0195960707863993
"cg00318756",0.896489404277574,0.337435781237737,0,0.652748055052277,0,0.263042708960187,0,1,1,0.58989806550691,0,0.991580709955097,0.493122798363841,0.130745389355258
"cg14875327",0.631795566097847,0.561722619295059,0.275157834384468,1,1,0.148359157775692,0,0.170388449156403,0.521908752679326,1,0.221800920116061,1,0.654130260089029,0.618102514341041
"cg24682512",0.897039754390515,0.13169323952842,1,0,0.711833452545487,0.817333890185202,0.660784095107579,0,0.886356597356516,0,0.210176464284677,0.979417365240881,0.420896495652425,0.807131728997217
"cg03218584",0,0.509997294340261,0.917441185725591,0.374224125322924,1,0.6939664666898,0,0,0.444752835997865,1,0.296712836408515,0.111339882008685,0.0268391492368656,0.78193629171793
"cg05382956",1,0,0.102149238156765,1,0.316424264625776,0,0,0.480332280195049,0.553914448940939,0.249004101462358,0.138194453065613,1,0.858801466394084,0.608217107558271
"cg09299055",0.451906468215499,0.311876119116439,0,0.766710639565655,0,0.285673294959877,0.40241466419174,1,0.955955334166323,1,0.0321731969840395,0.999344629355201,0.318947706387212,0.156695135212262
"cg00543460",0,0,0.796227408077763,0,0.679943950755182,1,0.555294070956688,0,0.76717914043965,1,0.55231794540673,0,0,0.205645563164089
"cg19412964",0,0.599776844135507,0.804942927533013,0,0.803155310213581,0.688382240486754,0.245614624620498,0,0.920914885011689,1,0.197150758622952,0,0,0.318309911945371
"cg05243700",1,0,0.948701743365875,0.587606179676727,0.925527578551143,0.216158213487393,0,0.554464576502648,0.660372500106355,0.139626186318417,0.0728899861707057,1,1,0.0750989354003428
"cg02613510",0.633511994106174,0.954001430479057,0.383185327998428,1,0.260556224174512,0.624257845776693,0,0.90115995931194,1,0.918933386579404,0,1,0.235522681145594,0
